"","","Min","TMn","Avg","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Avg","Avg","Avg","Avg","Tot","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Smp","Avg"
"2015-08-02 14:00:00",828,12.96,"2015-08-02 13:59:15",394.6,417.2,0,27.16,40.97,26.45,41.78,26.18,66.18,41.78,1.448,26.45,92.4,20.69,"NAN",6.437,3.656,8.29,3.656,8.29,12.42,6.731,-0.608,1.909,0,-0.608,1.909,-0.5,11.27,26.75,0,0,27.19,0,26.96,28.97,26.75,27.2,0.147,12.39,14.36,6,0.166,26.83,0.258,55.15,0.378,86.8,91.4,-0.06,0,1100,3,0
"2015-08-02 14:05:00",829,12.96,"2015-08-02 14:03:45",386.9,410.6,0,27.14,40.91,26.41,41.77,26.16,66.16,41.78,1.411,26.41,92.4,20.7,"NAN",6.436,3.544,8.21,3.544,8.21,12.42,6.731,-0.665,1.913,0,-0.665,1.913,-0.435,11.18,26.75,0,0,27.18,0,26.95,28.96,26.75,27.18,0.343,12.36,14.39,6,0.166,26.85,0.258,55.15,0.378,86.8,91.4,-0.06,0,1000,3,0
"2015-08-02 14:10:00",830,12.96,"2015-08-02 14:07:00",383.5,419.6,0,27.13,40.9,26.41,41.74,26.18,66.18,41.73,1.41,26.41,92.4,20.7,"NAN",6.439,3.488,8.13,3.488,8.13,12.42,6.679,-0.68,1.915,0,-0.68,1.915,-0.551,11.24,26.75,0,0,27.17,0,26.94,28.96,26.75,27.18,0.049,12.34,14.42,6,0.166,26.83,0.258,55.24,0.378,86.9,91.4,-0.06,0,1000,3,0
"2015-08-02 14:15:00",831,12.96,"2015-08-02 14:12:00",385.6,419.4,0,27.14,40.79,26.39,41.7,26.17,66.18,41.72,1.393,26.39,92.4,20.7,"NAN",6.443,3.441,8.05,3.441,8.05,12.44,6.705,-0.692,1.918,0,-0.692,1.918,-0.551,11.19,26.76,0,0,27.16,0,26.93,28.95,26.76,27.16,0.294,12.32,14.44,6,0.166,26.91,0.258,55.17,0.378,86.8,91.5,-0.06,0,1000,3,0
"2015-08-02 14:20:00",832,12.96,"2015-08-02 14:16:00",386.2,408.4,0,27.11,40.76,26.36,41.53,26.17,66.16,41.54,1.365,26.36,92.4,20.7,"NAN",6.44,3.413,7.974,3.413,7.974,12.39,6.692,-0.687,1.923,0,-0.687,1.923,-0.512,11.24,26.76,0,0,27.15,0,26.92,28.94,26.76,27.16,0.147,12.23,14.53,6,0.166,26.85,0.258,55.26,0.378,86.9,91.5,-0.06,0,1000,3,0
"2015-08-02 14:25:00",833,12.96,"2015-08-02 14:23:00",384.9,418.1,0,27.11,40.68,26.37,41.47,26.12,66.12,41.45,1.366,26.37,92.4,20.7,"NAN",6.44,3.375,7.895,3.375,7.895,12.4,6.705,-0.69,1.931,0,-0.69,1.931,-0.487,11.15,26.76,0,0,27.14,0,26.92,28.93,26.76,27.15,0.196,12.19,14.57,6,0.166,26.86,0.258,55.06,0.378,86.9,91.5,-0.059,0,1000,3,0
"2015-08-02 14:30:00",834,12.96,"2015-08-02 14:29:15",385.6,410.8,0,27.11,40.59,26.36,41.33,26.12,66.12,41.33,1.358,26.36,92.4,20.7,"NAN",6.45,3.334,7.812,3.334,7.812,12.46,6.679,-0.699,1.943,0,-0.699,1.943,-0.461,11.19,26.76,0,0,27.13,0,26.9,28.92,26.76,27.13,0.539,12.14,14.62,6,0.166,26.83,0.258,55.19,0.378,86.9,91.5,-0.06,0,1000,3,0
"2015-08-02 14:35:00",835,12.96,"2015-08-02 14:33:45",378.6,412.6,0,27.14,40.41,26.36,41.35,26.13,66.12,41.37,1.355,26.35,92.4,20.7,"NAN",6.444,3.304,7.727,3.304,7.727,12.39,6.705,-0.697,1.954,0,-0.697,1.954,-0.448,11.19,26.76,0,0,27.13,0,26.89,28.91,26.76,27.13,0.049,12.15,14.61,6,0.166,26.85,0.258,55.26,0.378,86.8,91.5,-0.06,0,1000,3,0
"2015-08-02 14:40:00",836,12.96,"2015-08-02 14:38:15",381.8,405.7,0,27.09,40.43,26.35,41.26,26.15,66.15,41.25,1.353,26.35,92.4,20.7,"NAN",6.441,3.261,7.638,3.261,7.638,12.43,6.705,-0.708,1.968,0,-0.708,1.968,-0.474,11.18,26.76,0,0,27.12,0,26.89,28.9,26.76,27.12,0.147,12.11,14.66,6,0.166,26.85,0.259,55.33,0.378,86.8,91.5,-0.06,0,1000,3,0
"2015-08-02 14:45:00",837,12.96,"2015-08-02 14:45:00",377.1,406.8,0,27.09,40.34,26.35,41.05,26.14,66.13,41.06,1.354,26.35,92.4,20.7,"NAN",6.447,3.224,7.554,3.224,7.554,12.39,6.692,-0.706,1.985,0,-0.706,1.985,-0.487,11.14,26.77,0,0,27.11,0,26.88,28.89,26.77,27.11,0.098,12.03,14.73,6,0.166,26.85,0.257,55.01,0.378,86.8,91.6,-0.059,0,1000,3,0
"2015-08-02 14:50:00",838,12.96,"2015-08-02 14:47:15",378.7,406.8,0,27.1,40.19,26.37,40.96,26.12,66.12,40.97,1.371,26.37,92.3,20.7,"NAN",6.445,3.184,7.466,3.184,7.466,12.38,6.705,-0.711,2.005,0,-0.711,2.005,-0.422,11.17,26.77,0,0,27.1,0,26.87,28.89,26.77,27.11,0,12.02,14.75,6,0.166,26.85,0.258,55.13,0.378,86.9,91.6,-0.06,0,1000,3,0
"2015-08-02 14:55:00",839,12.96,"2015-08-02 14:53:30",376.4,407.9,0,27.08,40.1,26.38,40.78,26.08,66.08,40.8,1.387,26.39,92.3,20.71,"NAN",6.448,3.145,7.378,3.145,7.378,12.43,6.654,-0.715,2.017,0,-0.715,2.017,-0.474,11.14,26.77,0,0,27.1,0,26.86,28.88,26.77,27.1,0,11.96,14.8,6,0.166,26.85,0.258,55.31,0.378,86.9,91.6,-0.059,0,1000,3,0
"2015-08-02 15:00:00",840,12.96,"2015-08-02 14:59:15",388.8,400.8,0,27.06,40.06,26.38,40.61,26.07,66.07,40.61,1.379,26.38,92.3,20.72,"NAN",6.457,3.103,7.295,3.103,7.295,12.39,6.679,-0.721,2.028,0,-0.721,2.028,-0.435,11.18,26.76,0,0,27.08,0,26.85,28.87,26.76,27.09,0.392,11.89,14.88,6,0.166,26.82,0.258,55.28,0.378,86.9,91.6,-0.06,0,1000,3,0
"2015-08-02 15:05:00",841,12.96,"2015-08-02 15:00:45",382.1,404.2,0,27.07,39.94,26.38,40.65,26.08,66.08,40.64,7.38,26.38,92.3,20.71,"NAN",6.448,3.023,7.207,3.023,7.207,12.38,6.679,-0.792,2.004,0,-0.792,2.004,-0.461,11.21,26.77,0,0,27.08,0,26.85,28.86,26.77,27.08,0.245,11.9,14.87,6,0.166,26.87,0.258,55.21,0.378,86.9,91.6,-0.06,0,7999,3,0
"2015-08-02 15:10:00",842,12.96,"2015-08-02 15:06:15",378.7,405.6,0,27.05,39.91,26.35,40.65,26.08,66.08,40.66,7.353,26.35,92.3,20.72,"NAN",6.455,2.992,7.124,2.992,7.124,12.37,6.641,-0.772,2,0,-0.772,2,-0.487,11.15,26.76,0,0,27.07,0,26.84,28.85,26.76,27.07,0.049,11.88,14.88,6,0.166,26.85,0.258,55.28,0.378,86.9,91.6,-0.059,0,7999,3,0
"2015-08-02 15:15:00",843,12.96,"2015-08-02 15:12:45",377.8,410.6,0,27.05,39.81,26.35,40.47,26.09,66.09,40.45,7.345,26.35,92.3,20.72,"NAN",6.455,2.976,7.042,2.976,7.042,12.39,6.602,-0.745,2.013,0,-0.745,2.013,-0.448,11.14,26.76,0,0,27.06,0,26.83,28.84,26.76,27.06,0.049,11.79,14.97,6,0.166,26.83,0.258,55.21,0.378,86.9,91.7,-0.06,0,7999,3,0
"2015-08-02 15:20:00",844,12.96,"2015-08-02 15:17:45",378.8,411,0,27.02,39.86,26.32,40.66,26.11,66.1,40.68,7.328,26.33,92.3,20.73,"NAN",6.458,2.945,6.961,2.945,6.961,12.39,6.705,-0.739,2.03,0,-0.739,2.03,-0.474,11.1,26.76,0,0,27.05,0,26.82,28.83,26.76,27.06,0,11.87,14.9,6,0.166,26.83,0.258,55.21,0.378,87,91.7,-0.059,0,7999,3,0
"2015-08-02 15:25:00",845,12.96,"2015-08-02 15:22:00",380.2,405.7,0,27.03,39.73,26.3,40.27,26.09,66.09,40.29,7.298,26.3,92.3,20.73,"NAN",6.455,2.913,6.882,2.913,6.882,12.4,6.679,-0.736,2.05,0,-0.736,2.05,-0.5,11.19,26.76,0,0,27.04,0,26.81,28.83,26.76,27.05,0.392,11.69,15.07,6,0.166,26.77,0.257,54.99,0.378,86.9,91.7,-0.06,0,7999,3,0
"2015-08-02 15:30:00",846,12.96,"2015-08-02 15:27:30",384.9,403.6,0,27,39.74,26.29,40.4,26.09,66.09,40.38,7.295,26.29,92.3,20.73,"NAN",6.459,2.88,6.807,2.88,6.807,12.33,6.628,-0.735,2.076,0,-0.735,2.076,-0.487,11.14,26.76,0,0,27.04,0,26.8,28.82,26.76,27.04,0.294,11.72,15.04,6,0.166,26.77,0.258,55.06,0.378,87,91.7,-0.06,0,7999,3,0
"2015-08-02 15:35:00",847,12.96,"2015-08-02 15:32:15",374.6,398.3,0,27.02,39.63,26.29,40.29,26.09,66.09,40.29,7.29,26.29,92.3,20.73,"NAN",6.459,2.856,6.732,2.856,6.732,12.33,6.718,-0.726,2.107,0,-0.726,2.107,-0.409,11.13,26.76,0,0,27.03,0,26.8,28.81,26.76,27.04,0.147,11.68,15.08,6,0.166,26.8,0.258,55.21,0.378,87,91.8,-0.059,0,7999,3,0
"2015-08-02 15:40:00",848,12.96,"2015-08-02 15:37:30",379,406.4,0,27.02,39.55,26.29,40.21,26.07,66.08,40.2,7.288,26.29,92.3,20.73,"NAN",6.458,2.824,6.655,2.824,6.655,12.34,6.615,-0.722,2.14,0,-0.722,2.14,-0.538,11.14,26.76,0,0,27.03,0,26.79,28.8,26.76,27.03,0.392,11.65,15.11,6,0.166,26.78,0.259,55.33,0.378,87,91.7,-0.06,0,7999,3,0
"2015-08-02 15:45:00",849,12.96,"2015-08-02 15:42:15",370,403.2,0,27.03,39.46,26.29,40.29,26.1,66.09,40.3,7.289,26.29,92.3,20.73,"NAN",6.455,2.765,6.59,2.765,6.59,12.33,6.654,-0.749,2.174,0,-0.749,2.174,-0.422,11.13,26.76,0,0,27.02,0,26.78,28.8,26.76,27.02,0.245,11.69,15.07,6,0.166,26.91,0.258,55.17,0.378,87,91.7,-0.06,0,7999,3,0
"2015-08-02 15:50:00",850,12.96,"2015-08-02 15:49:00",375.3,395.5,0,27.02,39.44,26.27,40.21,26.09,66.09,40.22,7.269,26.27,92.3,20.72,"NAN",6.455,2.748,6.513,2.748,6.513,12.33,6.667,-0.739,2.207,0,-0.739,2.207,-0.396,11.18,26.75,0,0,27,0,26.78,28.79,26.75,27.01,0.049,11.64,15.12,6,0.166,26.8,0.258,55.19,0.378,87,91.7,-0.06,0,7999,3,0
"2015-08-02 15:55:00",851,12.96,"2015-08-02 15:50:30",379.3,401.9,0,27.01,39.43,26.27,40.15,26.07,66.06,40.15,7.27,26.27,92.3,20.72,"NAN",6.464,2.714,6.444,2.714,6.444,12.46,6.757,-0.742,2.239,0,-0.742,2.239,-0.525,11.27,26.75,0,0,27,0,26.77,28.78,26.75,27,0.049,11.61,15.14,6,0.166,26.85,0.258,55.3,0.378,87,91.8,-0.059,0,7999,3,0
"2015-08-02 16:00:00",852,12.96,"2015-08-02 15:58:30",386.2,399.5,0,27.02,39.36,26.27,40.11,26.05,66.05,40.11,7.274,26.27,92.3,20.71,"NAN",6.457,2.695,6.376,2.695,6.376,12.44,6.744,-0.73,2.266,0,-0.73,2.266,-0.461,11.34,26.75,0,0,27,0,26.76,28.77,26.75,27,0.294,11.6,15.15,6,0.166,26.8,0.258,55.17,0.379,87,91.7,-0.059,0,7999,3,0
"2015-08-02 16:05:00",853,12.96,"2015-08-02 16:01:00",385.2,404.3,0,27.02,39.33,26.28,40.01,26.04,66.03,40.01,7.275,26.27,92.3,20.72,"NAN",6.463,2.692,6.307,2.692,6.307,12.46,6.705,-0.699,2.298,0,-0.699,2.298,-0.538,11.31,26.75,0,0,27.01,0,26.75,28.77,26.75,27,0.196,11.56,15.18,6,0.166,26.82,0.258,55.28,0.379,87,91.8,-0.059,0,7999,3,0
"2015-08-02 16:10:00",854,12.96,"2015-08-02 16:10:00",380.4,404,0,27.04,39.24,26.29,39.88,26.05,66.04,39.9,7.293,26.29,92.3,20.72,"NAN",6.46,2.65,6.243,2.65,6.243,12.46,6.731,-0.712,2.34,0,-0.712,2.34,-0.435,11.41,26.74,0,0,27.01,0,26.76,28.76,26.74,27.01,0.196,11.53,15.21,6,0.166,26.83,0.259,55.4,0.379,87,91.7,-0.06,0,7999,3,0
"2015-08-02 16:15:00",855,12.96,"2015-08-02 16:12:15",378.3,404,0,27.03,39.25,26.3,39.81,26.08,66.08,39.82,7.297,26.3,92.2,20.72,"NAN",6.456,2.585,6.179,2.585,6.179,12.49,6.757,-0.755,2.373,0,-0.755,2.373,-0.474,11.26,26.74,0,0,27,0,26.76,28.75,26.74,27.01,0.294,11.51,15.23,6,0.166,26.8,0.259,55.37,0.379,87,91.9,-0.06,0,7999,3,0
"2015-08-02 16:20:00",856,12.96,"2015-08-02 16:18:30",371,407.8,0,27.04,39.17,26.31,39.87,26.08,66.08,39.86,7.305,26.3,92.2,20.72,"NAN",6.468,2.568,6.117,2.568,6.117,12.44,6.757,-0.74,2.402,0,-0.74,2.402,-0.487,11.31,26.74,0,0,27.02,0,26.76,28.75,26.74,27.01,0.049,11.53,15.21,6,0.166,26.8,0.259,55.47,0.379,87,91.9,-0.06,0,7999,3,0
"2015-08-02 16:25:00",857,12.96,"2015-08-02 16:21:30",379.7,408.6,0,27.02,39.19,26.31,39.93,26.08,66.08,39.9,7.312,26.31,92.2,20.71,"NAN",6.46,2.541,6.055,2.541,6.055,12.48,6.757,-0.741,2.434,0,-0.741,2.434,-0.5,11.32,26.74,0,0,27.02,0,26.76,28.74,26.74,27.02,0.441,11.55,15.19,6,0.166,26.8,0.258,55.12,0.379,87,91.9,-0.059,0,7999,3,0
"2015-08-02 16:30:00",858,12.96,"2015-08-02 16:28:45",378.8,402.3,0,27.06,39.14,26.34,39.92,26.11,66.11,39.93,7.337,26.34,92.2,20.72,"NAN",6.467,2.512,5.996,2.512,5.996,12.47,6.77,-0.743,2.465,0,-0.743,2.465,-0.487,11.34,26.74,0,0,27.02,0,26.77,28.74,26.74,27.02,0,11.59,15.15,6,0.166,26.8,0.258,55.31,0.379,87,91.9,-0.059,0,7999,3,0
"2015-08-02 16:35:00",859,12.96,"2015-08-02 16:33:45",374.1,400.3,0,27.03,39.07,26.35,39.69,26.11,66.11,39.72,7.351,26.35,92.2,20.72,"NAN",6.474,2.486,5.935,2.486,5.935,12.48,6.757,-0.737,2.502,0,-0.737,2.502,-0.512,11.39,26.73,0,0,27.03,0,26.76,28.73,26.73,27.03,0.245,11.52,15.22,6,0.166,26.77,0.259,55.37,0.379,87,91.9,-0.059,0,7999,3,0
"2015-08-02 16:40:00",860,12.96,"2015-08-02 16:35:30",381.4,398.3,0,27.03,39.09,26.35,39.74,26.1,66.1,39.73,7.346,26.35,92.2,20.72,"NAN",6.467,2.453,5.877,2.453,5.877,12.47,6.783,-0.745,2.539,0,-0.745,2.539,-0.448,11.37,26.73,0,0,27.03,0,26.77,28.73,26.73,27.03,0.196,11.51,15.22,6,0.166,26.8,0.259,55.4,0.379,87,91.9,-0.059,0,7999,3,0
"2015-08-02 16:45:00",861,12.96,"2015-08-02 16:40:30",375.5,399.9,0,27.02,39.04,26.35,39.68,26.11,66.11,39.66,7.35,26.35,92.2,20.72,"NAN",6.468,2.433,5.82,2.433,5.82,12.43,6.744,-0.74,2.578,0,-0.74,2.578,-0.435,11.22,26.73,0,0,27.03,0,26.76,28.72,26.73,27.03,0.196,11.49,15.24,6,0.166,26.78,0.258,55.13,0.379,87,91.9,-0.06,0,7999,3,0
"2015-08-02 16:50:00",862,12.96,"2015-08-02 16:45:30",379.6,393.5,0,27.02,38.96,26.36,39.61,26.13,66.13,39.66,7.362,26.36,92.2,20.71,"NAN",6.464,2.404,5.763,2.404,5.763,12.39,6.641,-0.749,2.616,0,-0.749,2.616,-0.409,11.15,26.73,0,0,27.02,0,26.76,28.72,26.73,27.03,0.147,11.5,15.23,6,0.166,26.82,0.257,55.01,0.379,87,91.9,-0.06,0,7999,3,0
"2015-08-02 16:55:00",863,12.96,"2015-08-02 16:51:15",380.1,407.2,0,27.03,38.96,26.37,39.5,26.15,66.14,39.5,7.367,26.37,92.2,20.71,"NAN",6.463,2.373,5.706,2.373,5.706,12.35,6.641,-0.75,2.646,0,-0.75,2.646,-0.461,11.17,26.73,0,0,27.01,0,26.76,28.72,26.73,27.02,0.343,11.44,15.29,6,0.166,26.77,0.258,55.28,0.379,87,91.9,-0.06,0,7999,3,0
"2015-08-02 17:00:00",864,12.96,"2015-08-02 16:56:45",371.2,402.3,0,27.02,38.81,26.36,39.69,26.13,66.12,39.69,7.362,26.36,92.2,20.71,"NAN",6.457,2.336,5.65,2.336,5.65,12.34,6.628,-0.763,2.678,0,-0.763,2.678,-0.474,11.11,26.73,0,0,27.02,0,26.76,28.71,26.73,27.02,0.196,11.51,15.22,6,0.166,26.75,0.259,55.44,0.379,87,92,-0.059,0,7999,3,0
"2015-08-02 17:05:00",865,12.96,"2015-08-02 17:04:00",376,400.7,0,27.05,38.83,26.38,39.64,26.13,66.13,39.62,7.38,26.38,92.2,20.71,"NAN",6.46,2.337,5.593,2.337,5.593,12.24,6.576,-0.736,2.707,0,-0.736,2.707,-0.487,11.13,26.73,0,0,28.21,0,27.02,28.74,26.73,27.76,251.3,11.5,15.22,6,0.166,26.8,0.258,55.28,0.379,87,92,-0.059,0,7999,3,0
"2015-08-02 17:10:00",866,12.96,"2015-08-02 17:10:00",370.8,399.7,0,27.1,38.75,26.43,39.86,26.18,66.17,39.87,7.427,26.43,92.2,20.71,"NAN",6.467,2.302,5.538,2.302,5.538,12.27,6.563,-0.737,2.731,0,-0.737,2.731,-0.422,11.06,26.73,0,0,28.78,0,27.52,28.8,26.73,28.59,247.3,11.64,15.08,6,0.166,26.78,0.258,55.21,0.379,87.1,92,-0.059,0,7999,3,0
"2015-08-02 17:15:00",867,12.96,"2015-08-02 17:10:45",373.9,399.7,0,27.13,38.74,26.49,39.79,26.25,66.25,39.78,7.487,26.49,92.2,20.71,"NAN",6.463,2.277,5.483,2.277,5.483,12.3,6.628,-0.736,2.759,0,-0.736,2.759,-0.435,11.21,26.73,0,0,29.14,0,27.86,28.83,26.73,29.02,243.5,11.66,15.07,6,0.166,26.8,0.258,55.21,0.379,87.1,91.9,-0.059,0,7999,3,0
"2015-08-02 17:20:00",868,12.96,"2015-08-02 17:19:45",374.6,397,0,27.17,38.73,26.58,39.85,26.37,66.36,39.84,7.574,26.57,92.2,20.71,"NAN",6.457,2.268,5.429,2.268,5.429,12.35,6.615,-0.717,2.792,0,-0.717,2.792,-0.435,11.13,26.73,0,0,29.46,0,28.16,28.9,26.73,29.36,241,11.76,14.97,6,0.166,26.78,0.258,55.21,0.379,87.1,91.8,-0.059,0,7999,3,0
"2015-08-02 17:25:00",869,12.95,"2015-08-02 17:23:15",373.3,401.6,0,27.21,38.62,26.66,39.8,26.5,66.5,39.82,7.659,26.66,92.2,20.72,"NAN",6.451,2.238,5.376,2.238,5.376,12.43,6.731,-0.725,2.831,0,-0.725,2.831,-0.487,11.17,26.74,0,0,29.78,0,28.44,28.95,26.74,29.68,238.7,11.83,14.91,6,0.166,26.78,0.259,55.37,0.379,87.1,91.8,-0.06,0,7999,3,0
"2015-08-02 17:30:00",870,12.96,"2015-08-02 17:25:15",366.5,401.8,0,27.3,38.29,26.78,39.7,26.64,66.64,39.71,7.77,26.77,92.2,20.73,"NAN",6.45,2.195,5.323,2.195,5.323,12.33,6.692,-0.742,2.867,0,-0.742,2.867,-0.474,11.11,26.75,0,0,30.02,0,28.69,29.01,26.75,29.96,236.6,11.89,14.86,6,0.166,26.8,0.258,55.28,0.379,87.1,91.8,-0.059,0,7999,3,0
"2015-08-02 17:35:00",871,12.95,"2015-08-02 17:34:30",372.1,401.4,0,27.37,38.46,26.88,39.56,26.76,66.76,39.54,7.874,26.87,92.2,20.72,"NAN",6.436,2.184,5.271,2.184,5.271,12.36,6.602,-0.725,2.905,0,-0.725,2.905,-0.461,11.13,26.75,0,0,30.24,0,28.88,29.07,26.75,30.16,235.4,11.92,14.84,6,0.166,26.77,0.258,55.17,0.379,87.1,91.7,-0.06,0,7999,3,0
"2015-08-02 17:40:00",872,12.96,"2015-08-02 17:39:15",376.3,399.7,0,27.4,38.72,26.91,39.54,26.81,66.81,39.54,7.907,26.91,92.2,20.72,"NAN",6.432,2.146,5.222,2.146,5.222,12.37,6.667,-0.738,2.926,0,-0.738,2.926,-0.448,11.13,26.77,0,0,30.41,0,29.07,29.13,26.77,30.37,234,11.95,14.82,6,0.166,26.78,0.258,55.15,0.379,87.1,91.6,-0.059,0,7999,3,0
"2015-08-02 17:45:00",873,12.95,"2015-08-02 17:43:45",380.5,401.6,0,27.41,38.72,26.91,39.64,26.82,66.82,39.65,7.915,26.92,92.2,20.74,"NAN",6.424,2.104,5.177,2.104,5.177,12.4,6.654,-0.757,2.948,0,-0.757,2.948,-0.512,11.19,26.78,0,0,30.54,0,29.24,29.2,26.78,30.51,233,11.99,14.78,6,0.166,26.8,0.258,55.22,0.379,87.1,91.6,-0.06,0,7999,3,0
"2015-08-02 17:50:00",874,12.95,"2015-08-02 17:47:45",372.9,405,0,27.42,38.78,26.95,39.62,26.82,66.83,39.62,7.944,26.94,92.2,20.75,"NAN",6.408,2.084,5.133,2.084,5.133,12.4,6.692,-0.755,2.975,0,-0.755,2.975,-0.435,11.17,26.79,0,0,30.73,0,29.38,29.26,26.79,30.65,232.6,12.01,14.78,6,0.166,26.78,0.258,55.21,0.379,87.1,91.6,-0.061,0,7999,3,0
"2015-08-02 17:55:00",875,12.95,"2015-08-02 17:54:15",377.7,400.5,0,27.44,38.7,26.97,39.53,26.89,66.88,39.53,7.969,26.97,92.2,20.75,"NAN",6.402,2.07,5.088,2.07,5.088,12.36,6.641,-0.748,3.013,0,-0.748,3.013,-0.435,11.11,26.8,0,0,30.83,0,29.5,29.32,26.8,30.76,232,12,14.8,6,0.166,26.78,0.258,55.26,0.379,87.1,91.6,-0.059,0,7999,3,0
"2015-08-02 18:00:00",876,12.95,"2015-08-02 17:58:30",376.4,406.2,0,27.45,38.69,27,39.45,26.93,66.93,39.45,8,27,92.2,20.74,"NAN",6.389,2.056,5.044,2.056,5.044,12.43,6.731,-0.737,3.042,0,-0.737,3.042,-0.474,11.17,26.82,0,0,30.94,0,29.62,29.38,26.82,30.9,231.3,11.99,14.82,6,0.166,26.75,0.258,55.19,0.379,87.1,91.6,-0.059,0,7999,3,0
"2015-08-02 18:05:00",877,12.96,"2015-08-02 18:00:45",375,397.2,0,27.47,38.64,27.03,39.35,26.96,66.97,39.35,8.03,27.03,92.2,20.74,"NAN",6.379,2.045,5,2.045,5,12.39,6.718,-0.719,3.089,0,-0.719,3.089,-0.435,11.22,26.83,0,0,31.01,0,29.72,29.45,26.83,31,231.1,11.98,14.85,6,0.166,26.75,0.258,55.24,0.379,87.1,91.7,-0.06,0,7999,3,0
"2015-08-02 18:10:00",878,12.95,"2015-08-02 18:09:30",385.7,390.4,0,27.49,38.58,27.08,39.28,27.01,67.01,39.28,8.08,27.08,92.2,20.76,"NAN",6.359,1.998,4.953,1.998,4.953,12.43,6.705,-0.744,3.114,0,-0.744,3.114,-0.461,11.18,26.84,0,0,31.12,0,29.82,29.51,26.84,31.1,230.7,12,14.84,6,0.166,26.77,0.258,55.26,0.379,87.1,91.6,-0.06,0,7999,3,0
"2015-08-02 18:15:00",879,12.95,"2015-08-02 18:13:15",375.5,396.8,0,27.51,38.56,27.12,39.2,27.03,67.03,39.21,8.11,27.11,92.2,20.77,"NAN",6.358,1.993,4.909,1.993,4.909,12.38,6.718,-0.727,3.126,0,-0.727,3.126,-0.409,11.24,26.86,0,0,31.21,0,29.91,29.57,26.86,31.17,230.4,12,14.86,6,0.166,26.77,0.258,55.15,0.379,87.1,91.6,-0.06,0,7999,3,0
"2015-08-02 18:20:00",880,12.95,"2015-08-02 18:15:30",376.9,404.7,0,27.52,38.55,27.14,39.12,27.07,67.05,39.13,8.14,27.14,92.2,20.77,"NAN",6.344,1.957,4.867,1.957,4.867,12.4,6.731,-0.739,3.195,0,-0.739,3.195,-0.409,11.19,26.87,0,0,31.27,0,29.98,29.63,26.87,31.23,230.3,11.99,14.88,6,0.166,26.78,0.257,55.01,0.379,87.1,91.7,-0.06,0,7999,3,0
"2015-08-02 18:25:00",881,12.95,"2015-08-02 18:21:30",372.4,392,0,27.55,38.42,27.19,39.03,27.08,67.08,39.04,8.18,27.18,92.2,20.77,"NAN",6.337,1.929,4.824,1.929,4.824,12.48,6.705,-0.742,3.194,0,-0.742,3.194,-0.474,11.32,26.89,0,0,31.3,0,30.07,29.68,26.89,31.31,230.1,12,14.89,6,0.166,26.79,0.258,55.31,0.379,87.1,91.7,-0.06,0,7999,3,0
"2015-08-02 18:30:00",882,12.95,"2015-08-02 18:26:00",366.4,405.2,0,27.54,38.45,27.2,38.97,27.12,67.11,38.96,8.2,27.2,92.2,20.77,"NAN",6.33,1.901,4.781,1.901,4.781,12.44,6.705,-0.746,3.234,0,-0.746,3.234,-0.384,11.23,26.9,0,0,31.38,0,30.14,29.74,26.9,31.34,229.8,11.98,14.92,6,0.166,26.75,0.258,55.21,0.379,87,91.7,-0.06,0,7999,3,0
"2015-08-02 18:35:00",883,12.95,"2015-08-02 18:32:15",373.8,394.7,0,27.57,38.38,27.23,38.94,27.15,67.15,38.94,8.23,27.23,92.2,20.79,"NAN",6.322,1.881,4.737,1.881,4.737,12.55,6.744,-0.74,3.303,0,-0.74,3.303,-0.487,11.36,26.92,0,0,31.41,0,30.19,29.8,26.92,31.41,229.7,11.99,14.92,6,0.166,26.77,0.258,55.24,0.379,87.1,91.7,-0.059,0,7999,3,0
"2015-08-02 18:40:00",884,12.95,"2015-08-02 18:38:30",369.4,399,0,27.59,38.36,27.28,38.85,27.2,67.2,38.86,8.28,27.28,92.2,20.79,"NAN",6.302,1.838,4.693,1.838,4.693,12.57,6.873,-0.761,3.356,0,-0.761,3.356,-0.448,11.45,26.93,0,0,31.5,0,30.24,29.85,26.93,31.46,229.4,12,14.93,6,0.166,26.77,0.258,55.24,0.379,87.1,91.9,-0.06,0,7999,3,0
"2015-08-02 18:45:00",885,12.95,"2015-08-02 18:40:30",372.9,403.3,0,27.61,38.32,27.33,38.76,27.28,67.28,38.77,8.33,27.33,92.2,20.78,"NAN",6.299,1.808,4.648,1.808,4.648,12.64,6.925,-0.766,3.383,0,-0.766,3.383,-0.487,11.58,26.94,0,0,31.55,0,30.31,29.91,26.94,31.55,229.4,12.02,14.92,6,0.166,26.75,0.258,55.15,0.379,87,91.8,-0.06,0,7999,3,0
